file_name,md5_checksum
DMSO_REP1.mLb.clN_peaks.bed,981fc75b4a5dbceeed82832ab7569bd1
DMSO_REP2.mLb.clN_peaks.bed,a48284b461ada359483ae9363c4439ed
DMSO_REP3.mLb.clN_peaks.bed,cd28385873dceca19cf8acfdfdfdd843
DMSO_REP4.mLb.clN_peaks.bed,3aff8a96fa0bc139269613849048de9a
3MB_REP1.mLb.clN_peaks.bed,2f2df4adae834c7659cfd4a8e5686a2a
3MB_REP2.mLb.clN_peaks.bed,602208ad0a00e6197b48511b644c630e
3MB_REP3.mLb.clN_peaks.bed,d561ab8e35cbc65b39f6299012fd2ca8
3MB_REP4.mLb.clN_peaks.bed,eba47012d9766f020f3dda3047f01c54
